timestamp,safety_switch_available,safety_off,override_available,override_enabled
39406466,1,1,0,0
40417619,1,1,0,0
41421082,1,1,0,0
42439940,1,1,0,0
43447072,1,1,0,0
44464401,1,1,0,0
45473309,1,1,0,0
46490352,1,1,0,0
47497730,1,1,0,0
48498872,1,1,0,0
49513510,1,1,0,0
50514690,1,1,0,0
51530004,1,1,0,0
52543446,1,1,0,0
53544507,1,1,0,0
54545621,1,1,0,0
55550458,1,1,0,0
56567946,1,1,0,0
57572736,1,1,0,0
58587946,1,1,0,0
59591287,1,1,0,0
60605829,1,1,0,0
61611434,1,1,0,0
62612411,1,1,0,0
63613553,1,1,0,0
64616960,1,1,0,0
65635874,1,1,0,0
66652847,1,1,0,0
67670396,1,1,0,0
68679284,1,1,0,0
69690414,1,1,0,0
70697340,1,1,0,0
71704976,1,1,0,0
72719723,1,1,0,0
73725051,1,1,0,0
74743167,1,1,0,0
75749563,1,1,0,0
76758575,1,1,0,0
77771870,1,1,0,0
78783030,1,1,0,0
79801985,1,1,0,0
80815331,1,1,0,0
81816477,1,1,0,0
82821317,1,1,0,0
83836512,1,1,0,0
84839959,1,1,0,0
85854669,1,1,0,0
86862235,1,1,0,0
87881232,1,1,0,0
88897966,1,1,0,0
89915782,1,1,0,0
90916937,1,1,0,0
91925794,1,1,0,0
92929219,1,1,0,0
93933743,1,1,0,0
94951552,1,1,0,0
95952701,1,1,0,0
96953885,1,1,0,0
97955028,1,1,0,0
98963903,1,1,0,0
99977361,1,1,0,0
100982350,1,1,0,0
101987416,1,1,0,0
102990925,1,1,0,0
104002051,1,1,0,0
105021017,1,1,0,0
106034383,1,1,0,0
107049165,1,1,0,0
108054520,1,1,0,0
109067936,1,1,0,0
110079112,1,1,0,0
111097991,1,1,0,0
112101390,1,1,0,0
113122637,1,1,0,0
114133723,1,1,0,0
115144931,1,1,0,0
116156063,1,1,0,0
117157283,1,1,0,0
118158399,1,1,0,0
119174615,1,1,0,0
120184040,1,1,0,0
121201934,1,1,0,0
122210905,1,1,0,0
123222010,1,1,0,0
124240219,1,1,0,0
125246602,1,1,0,0
126265507,1,1,0,0
127276800,1,1,0,0
128290130,1,1,0,0
129299168,1,1,0,0
130312518,1,1,0,0
131316941,1,1,0,0
132334914,1,1,0,0
133336023,1,1,0,0
134345045,1,1,0,0
135353400,1,1,0,0
136357281,1,1,0,0
137358537,1,1,0,0
138361903,1,1,0,0
139363139,1,1,0,0
140382044,1,1,0,0
141399105,1,1,0,0
142404413,1,1,0,0
143417946,1,1,0,0
144419004,1,1,0,0
145437976,1,1,0,0
146459105,1,1,0,0
147462588,1,1,0,0
148467627,1,1,0,0
149478436,1,1,0,0
150493998,1,1,0,0
151500658,1,1,0,0
152513523,1,1,0,0
153519714,1,1,0,0
154530994,1,1,0,0
155546303,1,1,0,0
156561202,1,1,0,0
157564497,1,1,0,0
158565760,1,1,0,0
159566871,1,1,0,0
160571788,1,1,0,0
161574002,1,1,0,0
162590456,1,1,0,0
163599609,1,1,0,0
164600641,1,1,0,0
165604066,1,1,0,0
166615232,1,1,0,0
167634167,1,1,0,0
168637643,1,1,0,0
169658879,1,1,0,0
170670104,1,1,0,0
171679048,1,1,0,0
172686158,1,1,0,0
173701559,1,1,0,0
174714876,1,1,0,0
175729472,1,1,0,0
176745038,1,1,0,0
177748471,1,1,0,0
178759689,1,1,0,0
179768705,1,1,0,0
180772091,1,1,0,0
181781104,1,1,0,0
182792220,1,1,0,0
183795775,1,1,0,0
184804621,1,1,0,0
185808111,1,1,0,0
186822837,1,1,0,0
187838309,1,1,0,0
188841711,1,1,0,0
189847687,1,1,0,0
190868939,1,1,0,0
191873204,1,1,0,0
192886557,1,1,0,0
193891104,1,1,0,0
194896834,1,1,0,0
195910182,1,1,0,0
196925052,1,1,0,0
197932631,1,1,0,0
198953937,1,1,0,0
199955045,1,1,0,0
200956262,1,1,0,0
201971112,1,1,0,0
202978659,1,1,0,0
203987653,1,1,0,0
204988830,1,1,0,0
205990040,1,1,0,0
207007208,1,1,0,0
208012428,1,1,0,0
209025969,1,1,0,0
210030943,1,1,0,0
211036151,1,1,0,0
212037328,1,1,0,0
213050753,1,1,0,0
214061960,1,1,0,0
215080988,1,1,0,0
216102094,1,1,0,0
217110340,1,1,0,0
218116779,1,1,0,0
219127992,1,1,0,0
220139180,1,1,0,0
221140377,1,1,0,0
222145406,1,1,0,0
223160560,1,1,0,0
224174021,1,1,0,0
225192942,1,1,0,0
226206408,1,1,0,0
227221463,1,1,0,0
228226621,1,1,0,0
229243693,1,1,0,0
230254699,1,1,0,0
231272397,1,1,0,0
232293662,1,1,0,0
233304774,1,1,0,0
234316028,1,1,0,0
235320479,1,1,0,0
236326054,1,1,0,0
237327328,1,1,0,0
238334191,1,1,0,0
239341858,1,1,0,0
240353025,1,1,0,0
241364314,1,1,0,0
242375388,1,1,0,0
243376559,1,1,0,0
244377722,1,1,0,0
245378914,1,1,0,0
246393400,1,1,0,0
247411255,1,1,0,0
248422548,1,1,0,0
