timestamp,safety_switch_available,safety_off,override_available,override_enabled
251194643,1,1,0,0
252207698,1,1,0,0
253208528,1,1,0,0
254219365,1,1,0,0
255220234,1,1,0,0
256228780,1,1,0,0
257231886,1,1,0,0
258242716,1,1,0,0
259253627,1,1,0,0
260267679,1,1,0,0
261288607,1,1,0,0
262293856,1,1,0,0
263310610,1,1,0,0
264317773,1,1,0,0
265328610,1,1,0,0
266337189,1,1,0,0
267340294,1,1,0,0
268348940,1,1,0,0
269351989,1,1,0,0
270362813,1,1,0,0
271371444,1,1,0,0
272384489,1,1,0,0
273385319,1,1,0,0
274396161,1,1,0,0
275407024,1,1,0,0
276417936,1,1,0,0
277418692,1,1,0,0
278433083,1,1,0,0
279448224,1,1,0,0
280464823,1,1,0,0
281470197,1,1,0,0
282482923,1,1,0,0
283483801,1,1,0,0
284494597,1,1,0,0
285495426,1,1,0,0
286496275,1,1,0,0
287497100,1,1,0,0
288501796,1,1,0,0
289516593,1,1,0,0
290519635,1,1,0,0
291524913,1,1,0,0
292539120,1,1,0,0
293542178,1,1,0,0
294553019,1,1,0,0
295557690,1,1,0,0
296572437,1,1,0,0
297575532,1,1,0,0
298589970,1,1,0,0
299607387,1,1,0,0
300625865,1,1,0,0
301644116,1,1,0,0
302659807,1,1,0,0
303660625,1,1,0,0
304671499,1,1,0,0
305682323,1,1,0,0
306700969,1,1,0,0
307714037,1,1,0,0
308724898,1,1,0,0
309743475,1,1,0,0
310746572,1,1,0,0
311747518,1,1,0,0
312756038,1,1,0,0
313766847,1,1,0,0
314780046,1,1,0,0
315794322,1,1,0,0
316805487,1,1,0,0
317822504,1,1,0,0
318831118,1,1,0,0
319834286,1,1,0,0
320845067,1,1,0,0
321845932,1,1,0,0
322856729,1,1,0,0
323867666,1,1,0,0
324871820,1,1,0,0
325877167,1,1,0,0
326893739,1,1,0,0
327898672,1,1,0,0
328901821,1,1,0,0
329910379,1,1,0,0
330911250,1,1,0,0
331932090,1,1,0,0
332948676,1,1,0,0
333966025,1,1,0,0
334981925,1,1,0,0
335987703,1,1,0,0
336988539,1,1,0,0
337999401,1,1,0,0
339010224,1,1,0,0
340021069,1,1,0,0
341029631,1,1,0,0
342032747,1,1,0,0
343033621,1,1,0,0
344047930,1,1,0,0
345055260,1,1,0,0
346063947,1,1,0,0
347080524,1,1,0,0
348097913,1,1,0,0
349108653,1,1,0,0
350117381,1,1,0,0
351128155,1,1,0,0
352138891,1,1,0,0
353149730,1,1,0,0
354160693,1,1,0,0
355173743,1,1,0,0
356194722,1,1,0,0
357195396,1,1,0,0
358206236,1,1,0,0
359207084,1,1,0,0
360215658,1,1,0,0
361226489,1,1,0,0
362229606,1,1,0,0
363235686,1,1,0,0
364251291,1,1,0,0
365252134,1,1,0,0
366263007,1,1,0,0
367277390,1,1,0,0
368284662,1,1,0,0
369293245,1,1,0,0
370304090,1,1,0,0
371307201,1,1,0,0
372325779,1,1,0,0
373326649,1,1,0,0
374344141,1,1,0,0
375360541,1,1,0,0
376369181,1,1,0,0
377372230,1,1,0,0
378373143,1,1,0,0
379373932,1,1,0,0
380374701,1,1,0,0
381385523,1,1,0,0
382386389,1,1,0,0
383407220,1,1,0,0
384425775,1,1,0,0
385428921,1,1,0,0
386429781,1,1,0,0
387438347,1,1,0,0
388451343,1,1,0,0
389462180,1,1,0,0
390470963,1,1,0,0
391487515,1,1,0,0
392502468,1,1,0,0
393509334,1,1,0,0
394526334,1,1,0,0
395537171,1,1,0,0
396538124,1,1,0,0
397548836,1,1,0,0
398559646,1,1,0,0
399560485,1,1,0,0
400571440,1,1,0,0
401579954,1,1,0,0
402582970,1,1,0,0
403603847,1,1,0,0
404612423,1,1,0,0
405613214,1,1,0,0
406626309,1,1,0,0
407627089,1,1,0,0
408635637,1,1,0,0
409646487,1,1,0,0
410647331,1,1,0,0
411658231,1,1,0,0
412675072,1,1,0,0
413679801,1,1,0,0
414696413,1,1,0,0
415703726,1,1,0,0
416714557,1,1,0,0
417733138,1,1,0,0
418749523,1,1,0,0
419760604,1,1,0,0
420767974,1,1,0,0
421776431,1,1,0,0
422779527,1,1,0,0
423790433,1,1,0,0
424801186,1,1,0,0
425809745,1,1,0,0
426820586,1,1,0,0
427821457,1,1,0,0
428832232,1,1,0,0
429835317,1,1,0,0
430846118,1,1,0,0
431867009,1,1,0,0
432877936,1,1,0,0
433888624,1,1,0,0
434899447,1,1,0,0
435910349,1,1,0,0
436911078,1,1,0,0
437926689,1,1,0,0
438945990,1,1,0,0
439961304,1,1,0,0
440967890,1,1,0,0
441973001,1,1,0,0
