timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
271155188,271136257,3997706,401.567,26.63,96593.8,1.14769
271214181,271191491,3997706,401.482,26.64,96594.7,1.14771
271314670,271296989,3997706,401.027,26.65,96600.0,1.14777
271536631,271513930,3997706,401.199,26.64,96598.0,1.14774
271747655,271727450,3997706,401.675,26.65,96592.5,1.14768
271959644,271941943,3997706,401.329,26.65,96596.5,1.14773
272120327,272102659,3997706,401.783,26.64,96591.2,1.14766
272342281,272319590,3997706,401.308,26.64,96596.8,1.14773
272553273,272533098,3997706,402.153,26.65,96587.0,1.14761
272725429,272700776,3997706,400.872,26.66,96601.8,1.14779
272956784,272935832,3997706,402.15,26.67,96587.0,1.14761
273127766,273110106,3997706,401.22,26.67,96597.8,1.14774
273348794,273326112,3997706,402.172,26.64,96586.8,1.14761
273560736,273540552,3997706,401.157,26.67,96598.5,1.14775
273771771,273754110,3997706,400.594,26.68,96605.0,1.14783
273933410,273915737,3997706,401.286,26.67,96597.0,1.14773
274154447,274131735,3997706,401.049,26.67,96599.8,1.14776
274376878,274352168,3997706,401.305,26.67,96596.8,1.14773
274537059,274519402,3997706,401.588,26.67,96593.5,1.14769
274759010,274736336,3997706,401.416,26.68,96595.5,1.14771
274970040,274949823,3997706,401.178,26.68,96598.3,1.14775
275131688,275111503,3997706,400.961,26.69,96600.8,1.14778
275342652,275324989,3997706,400.811,26.7,96602.5,1.1478
275564568,275541874,3997706,401.479,26.7,96594.8,1.14771
275775604,275755428,3997706,401.675,26.7,96592.5,1.14768
275938096,275917058,3997706,401.049,26.7,96599.8,1.14776
276168398,276145612,3997706,402.8,26.68,96579.5,1.14752
276329947,276307043,3997706,401.437,26.71,96595.2,1.14771
276540955,276520789,3997706,401.567,26.71,96593.8,1.14769
276752925,276735192,3997706,401.461,26.71,96595.0,1.14771
276913641,276895976,3997706,401.849,26.72,96590.5,1.14765
277135653,277112966,3997706,401.437,26.72,96595.2,1.14771
277346653,277326479,3997706,401.308,26.73,96596.8,1.14773
277559519,277540886,3997706,401.133,26.72,96598.8,1.14775
277739327,277709117,3997706,401.009,26.72,96600.2,1.14777
277951271,277931094,3997706,401.371,26.73,96596.0,1.14772
278162325,278144660,3997706,401.308,26.73,96596.7,1.14773
278324041,278306126,3997706,401.633,26.71,96593.0,1.14768
278545104,278522423,3997706,400.441,26.73,96606.8,1.14785
278757007,278736832,3997706,401.004,26.73,96600.3,1.14777
278968068,278950379,3997706,401.633,26.72,96593.0,1.14768
279130573,279112071,3997706,401.286,26.74,96597.0,1.14773
279360861,279340626,3997706,401.567,26.74,96593.7,1.14769
279572750,279555081,3997706,401.22,26.75,96597.8,1.14774
279733557,279715883,3997706,402.066,26.72,96588.0,1.14763
279955564,279932796,3997706,401.22,26.75,96597.8,1.14774
280166491,280146303,3997706,400.681,26.77,96604.0,1.14782
