timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
66867974,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
67370088,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
67877121,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68385008,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68885182,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69394057,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69483143,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
69494003,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
69506546,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
69516980,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
70025228,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
70533934,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
71043024,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
71550232,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
72061029,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
72569059,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
73077977,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
73578016,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
74087168,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
74589158,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
75100143,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
75603083,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
76106796,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
76608003,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
77108057,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
77618041,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
78125974,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
78625985,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
79127980,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
79638013,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
80139130,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
80640400,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
81142023,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
81643803,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
82154483,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
82663027,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
83171898,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
83678979,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
84187078,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
84695007,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
85205041,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
85712976,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
86220975,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
86729978,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
87230034,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
87730569,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
88238273,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
88745245,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
89252990,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
89762121,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
90271977,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
90780979,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
91289975,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
91798183,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
92306997,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
92814042,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
93322848,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
93830035,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
94338424,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
94847315,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
95356130,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
95864280,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
96373309,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
96882178,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
97390263,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
97898974,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
98408012,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
98916032,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
99422973,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
99932255,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
100438358,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
100947037,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
101454040,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
101954233,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
102461975,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
102971115,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
103478198,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
103988607,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
104495984,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
105005163,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
105513568,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
106021089,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
106528975,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
107038977,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
107547059,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
108055047,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
108563077,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
109069973,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
109579005,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
110087036,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
110595077,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
111105980,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
111615026,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
112123936,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
112630974,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
113141889,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
113648974,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
114156974,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
114665523,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
115172402,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
115679994,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
116188040,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
116696479,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
117206073,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
117715037,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
118225035,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
118732036,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
119241974,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
119749974,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
120259972,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
120767973,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
121276979,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
121785044,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
