timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
26349248,26326553,3997730,270.48895,22.88,98117.99,1.165804
26399491,26379344,3997730,270.703,22.88,98115.5,1.1657745
26721139,26700943,3997730,270.53125,22.88,98117.5,1.1657982
26932144,26914479,3997730,270.72412,22.89,98115.25,1.1657715
27153388,27130705,3997730,270.5973,22.89,98116.74,1.1657892
27314254,27291588,3997730,270.61844,22.89,98116.5,1.1657864
27525472,27505353,3997730,270.76642,22.89,98114.75,1.1657655
27736732,27719113,3997730,270.57617,22.9,98117.0,1.1657922
27957824,27935189,3997730,270.83246,22.9,98113.99,1.1657566
28118766,28096099,3997730,270.78757,22.89,98114.5,1.1657625
28330036,28309867,3997730,270.72412,22.9,98115.25,1.1657715
28541121,28523511,3997730,270.95932,22.9,98112.5,1.1657388
28702042,28684398,3997730,270.68185,22.9,98115.75,1.1657774
28923346,28900671,3997730,270.74527,22.9,98115.0,1.1657685
29134325,29114182,3997730,270.68185,22.91,98115.75,1.1657774
29345302,29327663,3997730,270.6607,22.91,98116.0,1.1657804
29506133,29488379,3997730,270.61844,22.91,98116.5,1.1657864
29727343,29704573,3997730,270.61844,22.91,98116.5,1.1657864
29938611,29918352,3997730,270.8113,22.91,98114.24,1.1657594
30149698,30132005,3997730,270.76642,22.92,98114.75,1.1657655
30330733,30300430,3997730,270.592,22.92,98116.8,1.1657898
30541823,30521645,3997730,270.87476,22.92,98113.49,1.1657506
30753072,30735394,3997730,270.61844,22.92,98116.5,1.1657864
30913821,30896186,3997730,270.83246,22.92,98113.99,1.1657566
31134997,31112246,3997730,270.703,22.92,98115.5,1.1657745
31346020,31325837,3997730,270.55502,22.92,98117.24,1.1657951
31506958,31486603,3997730,270.55237,22.93,98117.25,1.1657952
31717957,31700294,3997730,270.57617,22.93,98116.99,1.1657922
31939041,31916271,3997730,270.6607,22.93,98116.0,1.1657804
32150257,32130009,3997730,270.6607,22.93,98116.0,1.1657804
32311326,32290856,3997730,270.55237,22.93,98117.25,1.1657952
32542318,32519593,3997730,270.703,22.939999,98115.5,1.1657745
32753686,32733351,3997730,270.74527,22.939999,98115.0,1.1657685
32914422,32894272,3997730,270.8113,22.939999,98114.24,1.1657594
33125513,33107854,3997730,270.8113,22.939999,98114.24,1.1657594
33347050,33324243,3997730,270.72412,22.939999,98115.25,1.1657715
33558245,33538009,3997730,270.74527,22.939999,98115.0,1.1657685
33718955,33698838,3997730,270.703,22.939999,98115.5,1.1657745
33950364,33920086,3997730,270.83246,22.939999,98113.99,1.1657566
34111123,34088503,3997730,270.89587,22.949999,98113.24,1.1657476
34322975,34302095,3997730,270.89587,22.939999,98113.24,1.1657476
34553694,34530889,3997730,270.703,22.949999,98115.5,1.1657745
34714724,34691943,3997730,270.68185,22.949999,98115.75,1.1657774
34925634,34905487,3997730,270.89587,22.949999,98113.24,1.1657476
35136852,35119241,3997730,270.48895,22.949999,98117.99,1.165804
35297704,35280041,3997730,270.61844,22.949999,98116.5,1.1657864
35518869,35496124,3997730,270.89587,22.96,98113.24,1.1657476
35729991,35709878,3997730,271.0016,22.96,98112.0,1.1657329
35891480,35870831,3997730,270.93817,22.96,98112.74,1.1657417
36122314,36099624,3997730,270.87476,22.96,98113.5,1.1657507
36343537,36319346,3997730,270.96988,22.96,98112.39,1.1657375
36504483,36486868,3997730,271.3451,22.96,98107.99,1.1656853
36725466,36702781,3997730,271.94226,22.96,98101.0,1.1656022
36936686,36916477,3997730,271.9211,22.96,98101.25,1.1656052
37147902,37130137,3997730,272.2831,22.97,98097.0,1.1655546
37308686,37291052,3997730,272.0902,22.97,98099.25,1.1655813
37530326,37507151,3997730,272.2831,22.97,98097.0,1.1655546
37751103,37733483,3997730,272.39142,22.97,98095.74,1.1655397
37912028,37894318,3997730,272.56055,22.97,98093.75,1.165516
38143336,38123166,3997730,272.07172,22.97,98099.5,1.1655843
38354552,38336913,3997730,272.26196,22.97,98097.25,1.1655576
38515392,38497766,3997730,271.96338,22.98,98100.75,1.1655992
38736557,38713900,3997730,271.8154,22.98,98102.5,1.16562
38947752,38927631,3997730,271.87885,22.98,98101.75,1.165611
39108621,39088345,3997730,272.13513,22.97,98098.75,1.1655754
39319638,39301886,3997730,272.2831,22.98,98097.0,1.1655546
39542149,39517929,3997730,272.07172,22.98,98099.5,1.1655843
39711501,39691364,3997730,271.7705,22.98,98103.0,1.1656259
39922727,39904958,3997730,272.34915,22.98,98096.25,1.1655457
40143950,40121248,3997730,271.98453,22.99,98100.5,1.1655962
40355205,40335048,3997730,272.30426,22.99,98096.75,1.1655517
40516098,40495901,3997730,272.1774,22.99,98098.25,1.1655695
40727422,40709490,3997730,272.2831,22.99,98097.0,1.1655546
40948454,40925677,3997730,272.32538,22.99,98096.5,1.1655487
41109227,41086518,3997730,272.1774,22.99,98098.25,1.1655695
41330565,41312793,3997730,272.00565,22.99,98100.25,1.1655933
41552413,41528924,3997730,272.07172,22.99,98099.5,1.1655843
41722758,41702573,3997730,271.8154,23.0,98102.5,1.16562
41934030,41916208,3997730,271.8577,22.99,98102.0,1.165614
42155249,42132605,3997730,272.1774,23.0,98098.25,1.1655695
42316091,42293362,3997730,271.94226,23.0,98101.0,1.1656022
42527226,42507024,3997730,271.87885,23.0,98101.75,1.165611
42738394,42720659,3997730,272.21967,23.0,98097.75,1.1655636
42899273,42881560,3997730,272.19855,23.0,98098.0,1.1655666
43120267,43097617,3997730,271.96338,23.0,98100.75,1.1655992
43341516,43323769,3997730,272.1774,23.0,98098.25,1.1655695
43502234,43484617,3997730,272.1774,23.01,98098.25,1.1655695
43723569,43700901,3997730,272.39142,23.01,98095.75,1.1655397
43934563,43914322,3997730,272.1774,23.01,98098.25,1.1655695
44145585,44127949,3997730,271.8577,23.01,98101.99,1.165614
44306362,44288719,3997730,271.8577,23.01,98101.99,1.165614
44527582,44504899,3997730,271.94226,23.01,98101.0,1.1656022
44738620,44718464,3997730,271.94226,23.01,98101.0,1.1656022
44949898,44932152,3997730,271.9211,23.019999,98101.25,1.1656052
45110871,45093218,3997730,272.11398,23.01,98099.0,1.1655784
45342086,45321900,3997730,271.94226,23.019999,98101.0,1.1656022
45553165,45535464,3997730,272.13513,23.019999,98098.75,1.1655754
45714169,45696332,3997730,272.2831,23.019999,98097.0,1.1655546
45935304,45912616,3997730,272.15628,23.019999,98098.5,1.1655724
46146650,46126353,3997730,272.19855,23.019999,98098.0,1.1655666
46357654,46340046,3997730,272.00565,23.019999,98100.24,1.1655931
46538831,46516075,3997730,271.8577,23.029999,98102.0,1.165614
46749865,46729750,3997730,272.13513,23.019999,98098.75,1.1655754
